CD14	CD23	CD3	CD19	id
130	221	547	281	7
147	0	533	248	7
247	303	306	229	8
91	133	563	272	7
51	69	555	226	7
80	217	473	82	7
183	268	190	538	2
622	75	267	302	6
292	223	316	272	8
254	254	284	213	4
582	248	265	245	6
42	165	207	145	1
210	239	253	284	5
210	305	261	246	4
601	607	594	435	9
580	262	104	280	6
93	101	542	231	7
87	189	531	207	7
45	56	286	203	1
230	300	305	299	8
71	0	602	220	7
260	284	290	176	4
68	165	534	243	7
121	170	589	178	7
163	261	544	215	7
90	143	542	157	7
130	178	649	287	7
184	248	253	259	5
102	120	596	302	7
206	262	534	216	7
261	317	196	290	8
241	294	221	219	4
201	78	552	288	7
53	160	530	245	7
88	0	554	293	7
146	370	305	225	4
648	274	156	269	6
240	245	321	295	8
68	157	629	265	7
63	73	551	187	7
125	300	231	261	5
133	219	396	232	5
80	101	571	241	7
95	99	147	497	5
52	209	400	258	7
621	464	404	316	9
54	243	577	299	7
208	335	264	277	8
217	319	305	251	8
242	288	281	298	8
140	149	144	461	5
151	257	337	266	5
108	115	452	221	7
319	253	259	252	8
101	466	242	474	2
14	524	61	528	2
317	402	310	298	8
244	306	325	255	8
91	11	493	220	7
162	290	229	128	4
242	250	278	270	5
261	288	318	262	8
255	218	290	269	5
89	125	569	267	7
68	116	336	178	1
73	75	609	265	7
154	272	534	180	7
651	9	249	248	6
0	318	38	284	2
10	12	607	218	7
91	189	519	189	7
233	308	291	379	8
176	377	253	278	8
0	113	577	164	7
246	304	303	257	8
218	324	289	233	4
636	677	485	481	9
109	26	579	365	7
251	300	171	155	4
219	295	291	245	4
128	148	403	207	7
235	239	242	254	5
218	199	274	321	5
96	138	598	242	7
219	205	546	291	7
266	282	200	205	4
44	0	0	466	1
76	243	579	172	7
38	0	557	240	7
169	180	546	298	7
187	288	284	283	5
633	44	291	278	6
50	15	599	192	7
83	71	567	211	7
66	66	548	250	7
80	245	478	193	7
272	381	353	344	8
170	239	542	245	7
134	258	323	174	4
612	397	412	332	9
221	225	305	264	5
172	328	242	216	4
220	286	255	248	5
217	235	278	316	5
144	103	86	146	1
275	228	246	147	4
189	306	306	231	4
614	71	227	289	6
566	232	225	288	6
40	5	590	335	7
244	261	287	316	8
135	338	261	279	5
219	247	305	288	5
217	313	289	267	8
139	183	169	241	1
161	151	126	45	1
0	646	0	376	2
219	347	297	299	8
74	423	215	509	2
141	161	565	283	7
226	295	196	246	5
179	240	569	323	7
223	253	286	242	5
127	235	414	192	7
192	263	166	235	5
146	316	277	227	4
235	278	199	277	5
119	333	246	196	4
154	275	212	167	4
195	267	208	112	4
182	228	554	219	7
131	225	524	248	7
260	288	260	301	8
4	167	47	94	1
148	184	448	197	7
215	291	220	322	5
180	196	192	132	1
149	215	532	66	7
225	246	258	151	4
65	285	542	241	7
111	103	562	230	7
212	307	247	163	4
77	173	549	241	7
385	474	441	345	3
219	324	322	262	8
170	282	295	262	5
180	292	295	261	5
85	198	589	244	7
117	152	527	233	7
61	20	591	317	7
168	160	205	121	1
136	216	551	307	7
62	277	612	306	7
343	413	334	322	8
214	330	220	227	4
50	40	513	147	7
193	281	305	281	5
240	250	291	297	5
145	192	600	199	7
177	0	589	337	7
62	692	126	484	2
61	178	591	252	7
125	283	256	244	5
76	158	593	327	7
282	306	311	297	8
86	249	543	50	7
163	90	354	193	1
276	296	326	235	8
178	297	275	305	5
214	335	268	304	8
440	489	404	341	9
89	8	552	308	7
263	315	253	259	8
5	621	69	529	2
241	351	291	189	4
105	111	554	179	7
105	229	314	250	5
79	264	552	205	7
59	639	0	473	2
182	296	322	150	4
373	319	243	193	8
264	288	320	253	8
171	229	619	283	7
247	288	226	310	5
162	153	578	118	7
144	273	218	201	4
244	183	294	241	5
212	269	253	29	4
112	111	512	202	7
68	87	588	129	7
352	360	356	388	8
406	451	418	611	3
145	355	275	329	5
231	351	264	281	8
128	95	572	261	7
185	241	255	200	4
270	383	371	343	8
43	479	199	405	2
143	305	232	239	5
463	530	472	578	3
45	99	640	271	7
113	120	642	134	7
243	377	278	158	4
102	187	512	220	7
85	220	564	246	7
57	146	258	290	5
208	200	197	224	5
152	188	548	183	7
176	196	547	276	7
110	108	153	194	1
231	291	281	256	8
44	42	349	112	1
139	152	182	242	1
101	266	521	305	7
92	222	538	229	7
113	293	148	352	5
234	210	538	225	7
160	59	546	134	7
678	733	451	431	9
93	215	560	281	7
180	133	534	147	7
275	317	523	319	8
277	321	289	225	8
564	592	530	411	9
121	83	547	265	7
107	117	546	253	7
90	246	555	234	7
55	136	551	212	7
317	277	300	139	4
201	243	193	133	4
135	75	637	266	7
19	50	410	309	7
226	330	309	265	8
104	42	469	54	7
206	194	253	271	5
198	332	291	263	8
88	82	612	314	7
164	65	530	197	7
4	246	63	438	2
488	211	227	230	6
613	0	143	293	6
170	165	553	239	7
148	158	612	256	7
158	0	562	238	7
215	122	286	257	5
37	207	618	250	7
248	352	312	128	4
226	282	253	208	4
170	192	512	285	7
254	300	297	339	8
191	38	153	67	1
312	291	302	295	8
193	333	324	320	8
242	220	321	311	5
132	80	593	263	7
95	62	523	203	7
80	211	182	425	5
282	179	484	241	7
70	0	534	228	7
84	87	469	215	7
263	278	266	306	8
158	171	518	312	7
223	245	283	268	5
254	275	236	229	4
89	140	183	273	1
223	237	20	199	1
24	0	614	265	7
113	170	173	45	1
125	245	538	251	7
98	218	555	220	7
83	576	132	457	2
600	48	332	314	6
119	488	209	550	2
242	297	266	312	8
63	0	468	56	7
43	109	234	281	1
265	330	460	262	8
101	90	545	229	7
77	80	487	249	7
215	334	282	243	8
155	208	108	161	1
228	220	241	237	5
312	264	342	228	8
266	321	298	274	8
113	181	407	98	7
167	196	200	158	1
137	0	177	80	1
177	234	577	304	7
101	162	569	248	7
274	340	346	257	8
575	396	461	564	3
97	603	207	467	2
128	49	576	312	7
123	184	552	241	7
166	261	280	212	4
216	337	306	287	8
273	303	258	110	4
100	213	256	213	5
177	289	263	262	5
333	390	567	307	8
256	290	249	243	4
116	249	47	490	2
185	273	291	278	5
292	347	262	260	8
210	276	281	318	5
157	124	594	269	7
153	296	161	279	5
249	290	310	274	8
79	61	517	253	7
110	145	452	213	7
112	65	613	240	7
119	626	0	448	2
127	142	559	245	7
199	277	269	200	4
54	180	571	234	7
201	303	278	266	5
134	0	573	187	7
81	237	525	237	7
145	335	250	176	4
62	238	587	274	7
98	255	41	273	1
241	278	188	271	5
37	113	516	135	7
104	45	573	165	7
235	281	312	146	4
266	314	244	310	8
160	269	317	248	5
267	236	292	284	8
119	210	13	232	1
167	277	239	174	4
12	186	514	251	7
267	279	301	268	8
157	285	259	312	5
0	171	612	286	7
264	318	279	299	8
172	218	547	261	7
350	317	309	217	8
98	118	616	297	7
101	166	586	316	7
83	31	195	92	1
50	138	492	268	7
83	118	336	221	1
172	246	475	160	7
420	482	430	460	3
131	490	206	520	2
226	232	276	129	4
97	71	587	247	7
109	197	521	198	7
235	293	272	148	4
199	234	281	217	4
250	326	272	167	4
123	152	155	0	1
572	227	245	59	6
225	290	229	301	5
636	288	178	183	6
165	232	304	269	5
229	223	327	255	5
446	515	467	622	3
258	345	318	214	8
104	38	548	308	7
284	337	339	291	8
176	279	294	238	5
191	505	151	494	2
106	150	520	198	7
183	275	281	283	5
47	207	563	117	7
187	132	547	210	7
134	164	102	97	1
128	96	637	197	7
138	106	548	301	7
220	287	219	217	4
136	227	228	230	5
178	187	174	264	5
139	103	566	219	7
119	232	286	203	4
76	183	516	229	7
403	437	318	358	8
71	0	604	249	7
620	652	536	490	9
181	317	270	292	5
81	231	524	48	7
237	296	325	259	8
2	148	90	192	1
670	388	421	371	9
196	209	318	221	4
64	155	576	210	7
6	465	59	558	2
168	188	614	296	7
145	1	560	301	7
108	102	576	256	7
0	143	521	119	7
132	148	360	259	5
224	268	230	275	5
263	284	315	291	8
221	308	203	251	5
193	308	270	230	4
50	345	204	276	5
242	345	303	300	8
609	245	320	251	6
165	225	289	250	5
104	81	548	255	7
23	143	571	228	7
150	120	359	215	5
195	184	512	0	7
19	135	216	183	1
171	276	277	282	5
254	361	305	221	8
283	232	159	118	4
58	145	545	178	7
224	336	290	306	8
160	0	546	274	7
158	672	105	556	2
143	277	230	257	5
207	138	292	160	4
23	214	536	77	7
125	94	535	252	7
607	169	277	188	6
636	123	252	213	6
205	268	281	280	5
133	159	504	208	7
130	158	545	271	7
608	266	299	329	6
222	281	217	290	5
628	0	210	0	6
199	210	254	203	4
124	161	176	197	1
202	222	245	303	5
156	317	268	306	5
123	0	122	200	1
226	309	228	226	4
221	282	192	299	5
643	527	470	442	9
84	177	563	241	7
223	136	219	243	5
204	216	278	342	5
146	147	101	200	1
263	439	309	252	8
159	250	227	224	5
162	259	312	255	5
164	225	602	219	7
143	312	231	243	5
165	329	298	277	5
610	317	274	285	6
303	388	304	380	8
386	293	318	192	8
133	189	558	261	7
176	305	257	275	5
128	13	602	271	7
116	243	400	192	4
328	254	275	150	4
181	78	540	215	7
115	185	544	198	7
62	0	565	248	7
204	246	267	299	5
191	320	287	278	8
88	119	585	307	7
76	110	546	337	7
165	118	614	283	7
255	353	283	219	8
626	0	246	249	6
236	160	309	195	4
100	149	602	266	7
128	71	184	225	1
193	202	613	223	7
663	309	327	333	6
259	260	241	247	5
239	325	318	163	4
225	230	280	55	4
597	211	256	215	6
126	11	539	259	7
248	197	635	328	7
271	349	255	279	8
207	283	282	246	5
230	208	250	256	5
262	335	267	235	8
219	425	245	296	8
68	172	85	491	5
602	262	260	306	6
183	148	219	29	1
590	220	312	178	6
114	320	252	243	5
125	224	208	212	5
182	330	241	293	5
101	255	536	298	7
213	278	242	305	5
529	19	183	222	6
122	188	500	192	7
44	146	612	277	7
112	114	574	194	7
138	35	540	256	7
224	200	497	171	7
120	197	239	159	1
162	134	618	319	7
266	313	286	298	8
143	182	487	257	7
340	388	479	361	3
224	332	271	258	8
132	188	574	272	7
199	276	206	274	5
184	303	267	303	5
226	222	130	173	4
193	375	283	234	8
101	208	576	257	7
211	331	306	263	8
278	260	313	216	4
319	226	170	227	4
284	317	373	356	8
144	222	664	290	7
181	125	604	243	7
193	120	3	206	1
202	304	331	207	4
184	203	398	177	4
573	90	308	219	6
217	300	287	269	8
211	308	226	190	4
173	109	223	179	1
199	218	264	205	4
60	104	428	210	7
91	146	561	187	7
241	234	86	223	5
176	298	292	87	4
201	329	283	311	8
0	135	183	179	1
347	303	264	248	8
520	154	179	206	6
311	424	394	237	8
111	128	227	115	1
138	231	304	215	5
98	147	131	417	5
83	686	191	511	2
233	305	299	271	8
147	0	624	276	7
253	167	256	239	5
126	135	489	257	7
63	23	590	259	7
248	241	191	284	5
186	194	555	280	7
168	284	284	255	5
569	67	265	261	6
144	411	251	199	4
204	249	287	269	5
174	253	274	292	5
232	299	311	281	8
188	319	285	269	5
138	333	262	233	4
91	520	50	524	2
205	170	490	228	7
45	41	104	582	5
197	274	287	247	5
87	0	517	269	7
51	12	519	238	7
79	229	557	232	7
220	301	329	175	4
220	216	341	263	5
0	185	381	96	1
112	236	317	225	5
103	184	194	194	1
192	365	254	249	8
172	218	668	331	7
71	189	608	293	7
213	361	221	263	8
282	336	279	254	8
203	301	283	301	5
286	311	271	248	8
0	84	592	169	7
161	0	616	256	7
214	337	252	309	8
341	346	338	301	8
248	274	280	277	8
179	335	205	146	4
252	304	262	189	4
11	146	546	222	7
166	4	580	252	7
137	125	348	191	1
602	8	189	250	6
208	443	140	365	2
91	613	55	523	2
76	0	506	174	7
76	205	172	40	1
221	198	290	310	5
148	99	586	237	7
59	0	450	207	7
187	322	294	250	8
135	291	247	221	5
551	262	259	302	6
127	178	443	184	7
172	279	304	326	5
136	85	176	340	1
206	221	537	332	7
663	0	324	345	6
638	46	278	183	6
200	289	287	316	5
340	270	285	231	8
121	99	547	242	7
50	557	0	405	2
452	506	479	637	3
217	294	248	282	5
147	122	25	200	1
92	56	590	242	7
58	567	178	506	2
131	181	556	281	7
220	288	305	279	8
377	431	398	584	3
274	319	318	317	8
239	263	226	227	4
621	0	261	234	6
236	167	182	71	1
154	58	564	169	7
107	237	580	304	7
408	433	326	348	8
185	286	273	236	5
566	207	268	281	6
53	0	493	198	7
168	115	580	267	7
122	205	615	297	7
186	316	243	249	5
282	334	396	218	8
118	71	546	175	7
158	181	573	281	7
45	223	334	213	5
109	157	525	243	7
184	315	297	289	5
233	301	293	314	8
86	203	536	190	7
140	248	539	322	7
154	213	271	256	5
135	20	551	229	7
168	112	440	213	7
31	46	560	204	7
82	12	119	158	1
101	225	550	158	7
134	259	219	242	5
84	145	589	232	7
180	182	541	259	7
89	61	452	11	7
127	105	555	220	7
152	250	490	221	7
281	270	289	248	8
95	249	538	215	7
135	122	107	110	1
407	454	549	362	9
102	573	60	520	2
2	257	489	54	7
90	106	565	177	7
171	106	530	325	7
65	138	483	168	7
166	219	141	125	1
29	181	447	208	7
331	151	280	215	4
183	303	311	299	5
347	408	384	419	3
654	26	247	272	6
187	278	313	244	5
62	221	526	269	7
206	322	251	288	5
282	345	304	270	8
78	120	588	141	7
83	206	523	208	7
95	216	317	86	4
227	117	560	243	7
141	188	184	235	1
107	516	190	525	2
54	239	510	219	7
235	308	224	279	5
37	93	557	254	7
36	557	104	513	2
203	313	318	121	4
196	201	298	296	5
65	143	569	237	7
155	163	251	253	5
111	149	529	215	7
268	241	531	183	7
148	148	447	220	7
229	284	310	270	8
110	23	526	179	7
174	62	592	293	7
517	0	253	106	6
181	237	181	235	5
179	95	628	255	7
63	0	506	213	7
134	208	517	253	7
143	545	166	440	2
291	245	294	177	4
63	205	552	282	7
183	239	237	182	4
180	0	1	171	1
10	242	87	256	1
568	114	128	243	6
228	241	262	286	5
258	240	276	235	4
53	192	588	291	7
165	326	280	333	5
615	248	173	258	6
234	369	337	261	8
152	147	537	257	7
167	229	238	162	4
217	178	587	327	7
171	216	198	234	5
584	0	60	250	6
441	248	231	285	6
185	86	498	257	7
251	314	287	299	8
96	147	520	190	7
97	182	565	169	7
149	91	595	313	7
98	71	223	84	1
1	144	577	294	7
120	199	547	270	7
203	269	226	201	4
599	282	142	231	6
364	366	379	362	8
241	280	294	260	8
147	292	268	310	5
149	42	573	260	7
49	503	48	520	2
100	173	548	277	7
23	57	601	280	7
254	251	236	277	5
184	290	274	264	5
131	143	532	244	7
224	259	284	298	5
163	212	547	208	7
0	230	573	298	7
239	303	310	257	8
169	28	591	268	7
363	589	335	376	3
29	47	582	253	7
60	256	558	309	7
124	165	538	252	7
273	295	541	217	7
219	271	219	229	4
140	289	226	242	5
172	375	279	342	8
197	286	265	242	5
89	236	185	312	5
152	181	589	226	7
105	88	583	296	7
126	160	348	164	4
189	276	267	278	5
655	262	316	258	6
113	541	202	536	2
81	92	597	346	7
24	145	517	284	7
222	258	262	175	4
67	239	628	309	7
195	324	277	236	4
267	293	261	223	4
34	293	186	273	5
107	83	194	270	1
107	35	575	181	7
166	243	551	272	7
195	234	230	190	4
121	200	139	635	2
141	151	561	0	7
111	146	646	294	7
234	280	224	273	5
160	0	574	246	7
236	325	242	300	8
162	229	519	120	7
84	254	545	196	7
152	167	585	229	7
243	354	287	284	8
92	83	563	204	7
0	275	245	0	1
107	155	529	268	7
168	106	586	247	7
0	523	236	426	2
141	83	256	209	1
233	209	238	255	5
132	178	545	259	7
152	90	563	249	7
196	214	222	255	5
156	273	294	309	5
90	174	516	212	7
0	11	617	243	7
116	47	168	82	1
238	266	283	247	4
237	19	497	137	7
147	106	634	273	7
230	257	308	281	5
111	154	535	219	7
567	342	288	215	6
126	172	179	248	1
74	140	635	223	7
250	330	305	199	4
86	0	571	270	7
129	289	553	180	7
171	300	295	265	5
368	379	327	538	3
502	308	241	269	6
225	263	228	336	5
144	112	465	247	7
0	193	465	137	7
74	239	559	155	7
176	296	304	315	5
166	201	301	298	5
170	293	312	263	5
175	137	575	221	7
355	365	350	320	8
48	100	427	224	7
128	273	520	282	7
130	157	631	243	7
212	284	209	271	5
343	326	295	304	8
167	216	364	180	4
60	139	558	280	7
663	703	641	560	9
196	232	240	278	5
62	66	572	102	7
147	161	190	219	1
167	307	279	271	5
94	74	89	172	1
236	300	287	304	8
0	571	227	463	2
307	315	318	321	8
260	294	303	157	4
214	201	527	254	7
144	91	518	97	7
0	0	480	25	7
306	389	389	341	8
32	0	539	292	7
70	127	190	238	1
194	209	224	216	5
181	134	180	0	1
116	191	610	251	7
173	310	292	219	4
409	489	444	610	3
437	429	322	308	8
72	160	517	170	7
151	155	208	295	5
59	0	566	213	7
441	479	387	337	9
35	79	560	135	7
11	125	573	305	7
166	245	255	282	5
233	213	303	234	5
237	250	274	202	4
181	117	552	257	7
204	111	15	467	5
176	267	219	189	4
99	194	548	154	7
273	111	208	241	5
152	123	527	134	7
80	89	517	175	7
154	304	260	289	5
151	196	394	221	4
235	309	426	273	8
230	309	333	274	8
167	321	307	171	4
115	122	590	128	7
94	178	579	212	7
81	221	574	284	7
588	267	0	185	6
90	160	516	194	7
202	295	281	272	5
223	304	219	289	5
104	1	528	259	7
196	374	293	315	8
252	276	295	300	8
162	37	576	207	7
216	289	286	220	4
121	213	172	211	1
106	147	565	225	7
113	231	559	325	7
272	346	273	285	8
117	140	581	279	7
236	311	292	277	8
215	303	306	300	8
231	307	252	350	8
97	128	588	259	7
145	0	584	213	7
158	249	79	249	5
103	113	60	148	1
669	153	239	309	6
123	229	568	189	7
95	124	579	248	7
145	157	379	233	5
130	11	565	268	7
219	209	300	304	5
118	0	503	218	7
653	0	310	296	6
590	180	182	277	6
248	252	213	221	4
159	0	547	286	7
95	120	620	299	7
566	588	455	425	9
128	250	148	208	1
286	359	603	336	8
60	104	580	242	7
139	153	564	251	7
31	181	537	294	7
22	0	558	60	7
232	265	276	288	5
72	229	144	282	5
247	324	452	197	8
258	308	330	25	4
180	256	540	234	7
229	320	302	308	8
0	515	0	509	2
220	317	272	209	4
222	402	155	300	8
130	195	631	320	7
236	240	226	137	4
263	306	301	268	8
293	239	327	255	8
397	453	424	346	3
286	219	221	164	4
116	109	584	150	7
71	139	542	282	7
112	222	550	243	7
152	227	559	255	7
80	274	180	533	2
124	232	535	269	7
90	1	173	118	1
82	110	55	82	1
398	318	254	225	8
105	195	129	121	1
107	0	400	250	7
67	163	550	227	7
33	46	503	118	7
192	300	269	264	5
256	339	269	277	8
211	216	300	325	5
226	281	285	303	8
0	121	471	254	7
43	0	582	230	7
113	147	509	157	7
132	449	30	495	2
328	314	578	308	8
185	277	255	137	4
188	244	517	227	7
126	51	541	276	7
186	265	218	258	5
236	355	298	338	8
273	254	313	367	8
308	266	247	225	4
92	217	556	261	7
118	54	109	250	1
143	185	525	210	7
168	189	249	212	5
28	351	110	489	2
267	271	282	334	8
135	9	551	287	7
141	146	542	249	7
121	604	0	475	2
658	118	242	245	6
42	43	525	191	7
134	347	299	119	4
109	386	111	393	2
61	228	616	255	7
225	348	267	271	8
263	245	243	258	5
300	332	277	272	8
142	0	481	156	7
129	260	540	286	7
669	15	206	260	6
17	545	40	521	2
118	233	586	225	7
94	237	543	252	7
143	210	548	255	7
85	229	86	459	2
213	340	264	200	4
83	100	587	243	7
160	167	514	123	7
545	201	230	264	6
3	538	136	409	2
23	110	508	250	7
254	328	296	204	4
170	373	231	241	4
231	311	349	301	8
169	335	191	186	4
221	287	287	264	5
128	167	506	222	7
231	338	311	216	8
49	0	92	430	1
239	287	261	271	5
63	550	74	513	2
227	276	255	221	4
99	196	575	260	7
206	218	575	202	7
277	356	274	308	8
233	285	282	191	4
57	0	488	200	7
304	308	327	305	8
212	206	275	218	4
57	374	101	484	2
260	313	264	245	8
176	216	252	252	5
189	272	224	207	4
190	304	265	260	5
126	125	648	342	7
351	295	296	312	8
207	237	41	467	2
160	10	525	255	7
168	0	11	145	1
57	144	566	228	7
124	194	209	177	1
135	616	19	464	2
201	195	574	280	7
396	566	186	533	3
540	0	204	218	6
113	207	590	238	7
154	154	511	123	7
110	78	473	166	7
351	368	351	276	8
292	326	329	291	8
203	224	280	260	5
157	221	229	244	5
148	106	524	248	7
141	141	547	180	7
134	214	605	236	7
97	110	531	242	7
184	192	531	242	7
171	14	534	146	7
626	410	446	433	9
0	286	184	266	5
0	166	589	26	7
190	211	330	184	4
0	39	578	282	7
298	219	251	342	5
145	155	532	174	7
162	632	117	470	2
197	323	302	317	8
72	24	334	0	1
245	296	308	289	8
85	124	556	187	7
45	694	131	438	2
186	241	465	201	7
187	98	597	282	7
199	238	155	230	5
249	244	235	282	5
184	268	265	234	5
0	153	494	87	7
178	244	304	307	5
108	127	546	209	7
612	198	215	188	6
258	307	279	284	8
134	76	325	209	1
227	211	253	256	5
117	206	213	159	1
143	221	202	245	5
148	159	508	141	7
133	274	303	220	4
139	110	521	234	7
69	275	0	570	2
151	358	217	249	5
146	146	533	160	7
213	225	624	286	7
273	239	335	200	4
589	234	294	177	6
8	169	131	50	1
234	76	313	287	5
138	130	534	224	7
234	230	200	283	5
54	0	135	202	1
258	308	282	333	8
136	143	521	318	7
176	333	315	229	4
170	0	137	187	1
92	219	484	233	7
294	349	358	304	8
267	303	338	304	8
108	0	507	202	7
246	274	276	207	4
109	300	226	308	5
366	454	359	385	3
70	68	502	170	7
38	566	122	408	2
159	178	533	274	7
200	225	247	212	4
194	194	366	293	5
124	45	528	134	7
102	0	532	245	7
199	359	316	279	8
182	349	275	275	8
155	327	300	272	5
40	89	572	269	7
149	258	283	313	5
203	208	240	271	5
78	165	201	282	1
58	701	168	526	2
177	254	559	223	7
110	115	524	19	7
39	202	554	235	7
172	182	577	229	7
456	434	285	293	8
308	422	336	326	8
99	272	305	217	5
628	652	480	457	9
61	232	547	172	7
240	289	243	358	5
0	0	601	300	7
94	290	520	259	7
87	29	528	255	7
106	286	227	245	5
104	0	545	200	7
181	221	240	238	5
74	127	574	154	7
281	337	348	320	8
108	232	139	145	1
133	148	591	254	7
283	396	331	331	8
107	37	553	207	7
244	263	258	294	5
312	380	326	381	8
104	17	638	283	7
55	211	105	264	1
251	270	316	217	4
146	654	82	553	2
291	321	210	225	4
117	243	283	134	4
91	244	498	129	7
151	281	578	283	7
76	115	555	268	7
193	301	258	295	5
237	256	250	305	5
641	137	281	282	6
286	262	209	315	5
115	234	507	218	7
176	304	297	321	5
304	299	332	236	8
143	277	235	305	5
425	186	220	158	6
396	459	413	341	3
104	0	525	270	7
230	317	280	336	8
107	236	575	242	7
0	211	581	279	7
197	270	312	282	5
67	619	7	459	2
266	263	232	73	4
611	136	295	259	6
136	209	573	256	7
35	113	565	138	7
618	287	240	211	6
547	352	265	203	6
157	307	272	267	5
223	270	289	153	4
145	309	235	319	5
57	0	132	91	1
228	259	247	203	4
253	312	261	127	4
0	125	321	64	1
176	119	230	0	1
242	271	323	259	8
91	219	198	197	1
32	150	519	149	7
166	355	289	180	4
4	189	568	236	7
131	179	528	295	7
23	216	394	273	7
47	19	563	136	7
608	120	93	280	6
182	125	190	170	1
85	105	540	258	7
240	146	596	222	7
148	269	251	269	5
183	209	162	205	1
9	112	514	186	7
299	351	313	279	8
214	295	270	296	5
338	218	165	262	5
84	466	214	512	2
612	52	233	256	6
69	146	571	271	7
111	128	470	173	7
118	288	325	326	5
265	302	364	297	8
186	278	239	173	4
128	257	302	294	5
230	318	292	269	8
449	665	663	452	9
194	204	266	164	4
220	353	249	293	8
215	300	219	267	5
559	229	224	322	6
154	142	175	115	1
294	305	300	339	8
39	143	547	272	7
202	232	316	109	4
184	82	522	251	7
78	147	37	150	1
36	174	626	282	7
134	236	214	197	5
277	380	289	245	8
634	0	242	230	6
9	196	588	241	7
43	535	235	417	2
184	139	533	221	7
132	141	249	194	1
108	102	562	191	7
74	12	533	258	7
198	226	144	9	1
58	116	575	156	7
248	334	445	256	8
138	71	100	114	1
77	202	528	248	7
140	285	283	202	4
48	138	104	206	1
244	205	227	252	5
82	0	300	111	1
140	189	602	92	7
90	160	638	241	7
98	298	249	140	4
113	241	583	287	7
167	168	545	215	7
114	217	336	262	5
631	118	202	288	6
605	481	551	390	9
261	315	287	265	8
187	290	266	229	4
677	141	278	225	6
133	278	259	123	4
181	274	257	195	4
235	279	308	336	8
173	272	245	432	5
114	264	530	254	7
87	21	576	225	7
255	302	305	321	8
121	181	112	166	1
0	172	567	255	7
270	312	337	307	8
218	295	267	292	5
320	65	232	220	1
218	286	313	256	8
48	86	498	303	7
233	233	275	272	5
147	132	630	228	7
165	4	465	199	7
344	422	424	366	3
174	266	230	205	4
243	246	234	265	5
0	160	555	253	7
72	188	562	168	7
201	134	559	239	7
103	44	148	145	1
277	304	290	305	8
195	150	438	149	7
134	89	596	277	7
0	34	562	279	7
231	335	227	222	4
95	207	584	295	7
150	207	261	352	5
125	265	673	296	7
148	156	549	308	7
237	336	246	356	8
146	202	538	292	7
233	251	283	207	4
108	117	601	121	7
208	255	303	176	4
148	219	588	260	7
260	255	338	307	8
102	49	108	140	1
113	113	155	256	1
207	270	213	249	5
304	341	288	327	8
287	191	301	331	5
164	212	526	160	7
169	323	211	314	5
0	391	186	531	2
353	392	287	314	8
99	108	504	145	7
208	319	296	272	8
171	103	584	322	7
204	302	308	378	8
154	268	262	296	5
87	392	54	498	2
218	330	266	234	4
104	20	149	490	5
240	281	265	181	4
131	47	553	161	7
206	321	264	215	4
66	256	550	228	7
132	171	404	266	7
119	27	557	327	7
132	0	143	104	1
149	112	570	225	7
180	29	498	252	7
215	75	626	201	7
161	347	274	227	4
183	171	508	201	7
504	543	590	426	9
473	643	356	441	9
540	72	215	203	6
412	473	419	562	3
171	274	268	200	4
157	226	234	278	5
134	224	606	329	7
688	153	209	275	6
148	337	276	247	5
69	0	566	278	7
172	238	241	238	5
212	308	272	316	8
64	265	534	336	7
141	138	221	208	1
0	108	537	267	7
156	295	259	212	4
62	17	227	247	1
333	391	634	361	3
177	0	286	117	1
57	179	282	301	5
162	209	455	157	7
606	315	342	320	6
111	74	612	365	7
246	259	243	297	5
0	13	577	251	7
340	359	400	300	8
131	179	500	271	7
131	274	525	234	7
121	205	532	132	7
44	567	123	468	2
224	301	339	285	8
44	129	627	335	7
94	97	500	301	7
139	246	281	32	4
330	378	325	305	8
118	233	263	186	4
74	90	586	260	7
221	237	246	256	5
250	300	306	193	4
52	13	605	226	7
287	289	290	221	8
28	580	215	438	2
57	103	518	249	7
0	96	600	133	7
157	173	610	240	7
121	129	507	193	7
266	255	269	281	8
118	62	424	173	7
119	46	524	163	7
90	338	221	514	2
0	0	553	258	7
238	263	120	483	5
79	115	352	217	1
240	357	252	298	8
57	217	645	252	7
203	198	183	209	5
0	93	521	201	7
188	170	577	243	7
227	318	254	274	8
41	107	570	305	7
237	295	277	248	8
192	243	543	291	7
96	250	455	65	7
235	227	301	222	4
61	143	556	235	7
169	249	316	279	5
352	300	249	199	8
223	294	246	259	5
133	111	629	237	7
112	33	446	201	7
225	326	297	239	8
66	205	517	276	7
690	795	620	438	9
157	211	560	141	7
48	193	541	219	7
374	249	254	274	8
253	290	321	264	8
242	303	289	305	8
168	0	33	173	1
135	235	322	255	5
299	395	349	341	8
672	147	187	281	6
270	271	296	301	8
45	0	559	308	7
192	268	547	216	7
236	301	321	242	8
227	256	275	328	5
225	274	206	248	5
341	52	132	286	1
267	320	251	304	8
153	329	303	230	4
245	294	316	235	8
37	149	600	378	7
223	260	300	247	5
263	262	287	127	4
319	287	229	197	4
0	74	526	230	7
1	193	410	172	7
172	319	177	265	5
237	216	277	269	5
56	0	584	332	7
189	223	604	131	7
176	293	295	293	5
115	234	605	261	7
101	345	257	477	2
149	192	512	96	7
152	230	576	295	7
239	292	274	172	4
85	272	503	227	7
74	214	117	279	1
674	723	658	432	9
0	0	562	261	7
297	290	296	216	8
300	310	322	244	8
262	257	200	269	5
49	245	544	275	7
194	204	286	297	5
